,hashtags,hashtagsDate,hashtagsedge_liked_by.count
495,"['6may2017', 'chihuahuaisland', 'silverfootactivewear', 'trevsbeavs', 'dogsinbandanas', 'oregonstateuniversity', 'osu', 'chihuahuasofinstagram', 'chilove', 'doubletap', 'bennysbuddies', 'osupets', 'gobeavs', 'beaverpets', 'tinytonguesout']",5/6/17 16:47,240
496,['APCCFam'],5/26/16 22:32,240
497,"['usa', 'oregonstateuniversity']",10/30/18 14:13,239
498,[],9/12/18 16:02,239
499,[],5/28/18 20:12,239
500,[],6/5/16 16:04,239
501,[],6/7/15 22:50,239
502,"['tgfilm', 'oregonstateuniversity']",2/10/14 15:24,239
503,[],4/15/19 19:40,238
504,"['oregonstateuniversity', 'elevatedliverenzymes', 'osuvetmed', 'poodlegram', 'redpoodlecommunity', 'instapet', 'redpoodles', 'lovepoodle', 'pethealth', 'poodlepuppy', 'miniredpoodle', 'poorlypup', 'petsofinstagram', 'doghealth', 'minipoodlepuppy', 'puppyhealth', 'minipoodlesofig', 'veterinarysurgery', 'redpoodlesofinstagram', 'instapoodle', 'poodlemom', 'osuveterinaryteachinghospital', 'healthypets', 'redpoodle', 'petgram', 'dogproblems', 'miniredpoodles', 'petsofig', 'dogmomproblems', 'poodleproblems']",2/12/19 11:59,238
505,"['repost', 'northcorvallis', 'icyblonde', 'modernsalon', 'corvallishair', 'oregonstateuniversity', 'framesi', 'hairbrained', 'corvallis', 'framesiusa', 'oregonstate', 'besthaircorvallis', 'theretreatdayspa', 'framesibdiamond', 'corvallisoregon', 'stylistshopconnect', 'behindthechair', 'coolblondes', 'blondehair', 'americansalon']",11/20/18 9:01,238
506,"['instacute', 'fluffoftheday', 'beauty', 'oregonstateuniversity', 'pugloversclub', 'blackpug', 'poopmachine', 'blackvelvet', 'throwback', 'tbt', 'smushyface', 'cute', 'puglove', 'pugsareperfect', 'blackpuppy', 'petoftheday', 'puppy', 'perfection', 'gobeavs', 'pets', 'instagram', 'pugsnotdrugs', 'puppo', 'tomcoteshow', 'pugs', 'aww', 'puglifemagazine', 'throwbackthursday', 'beautiful', 'pugpuppy']",7/26/18 4:27,238
507,"['chemicalengineering', 'classof2018', 'oregonstateuniversity', 'osu']",6/16/18 15:13,238
508,"['tcu', 'uscbeach', 'ncaa', 'uhbeachvolleyball', 'esvc', 'oregonstateuniversity', 'endlesssummervbclub', 'endlesssummervbc', 'beachvolleyball', 'collegebound', 'lbsu', 'uhawaii', 'ncaabeachvolleyball', 'arizonawildcats', 'usc']",3/29/18 6:55,238
509,[],11/13/17 12:33,238
510,"['loveya', 'vtv', 'oregonstateuniversity', 'sissy', 'osubeavers', 'moveinday', 'bostonpic', 'agriculture']",9/18/17 19:52,238
511,"['oregonstateuniversity', 'vscocam', 'ootd', 'vscodaily', 'outfitoftheday', 'vscocamgram', 'justfeel', 'vscocool', 'vscophoto', 'vsco', 'fashion', 'mensstyle', 'dontthink', 'mensfashion', 'streetstyle', 'streetwear', 'fashiongram', 'fashionlook', 'vscophile', 'instablanger', 'instagood', 'vscomood', 'instafashion', 'vscoism', 'streetfashion', 'feelingmyself', 'vscoportrait', 'fashionmen']",5/20/17 18:00,238
512,"['bestseason', 'basketball', 'oregonstateuniversity', 'osu', 'beaverathletics', 'threepeat', 'oregonstate', 'orangeandblack', 'beavs', 'beavernation', 'worklife', 'intern', 'oregonstatebeavers', 'basketballseason', 'gobeavs']",3/1/17 9:55,238
513,[],5/28/18 22:47,237
514,[],3/7/18 12:36,237
515,"['OregonStateUniversity', 'GameDay', 'CivilWar', 'Beavers', 'FuckTheDucks', 'OSU', 'BeaverNation', 'OrangeAndBlack']",11/26/16 14:16,237
516,"['collegegameday', 'espn', 'gameday', 'touchdown', 'pac12', 'ncaa', 'oregonstateuniversity', 'damdancers', 'cheerleaders', 'collegefootball', 'beaverdam', 'oregonstate', 'cheerleading', 'cheerlife', 'tailgate', 'gobeavs', 'footballseason', 'cfb', 'beavernation']",10/27/18 17:00,236
517,"['collegegameday', 'espn', 'gameday', 'touchdown', 'pac12', 'ncaa', 'oregonstateuniversity', 'damdancers', 'cheerleaders', 'collegefootball', 'beaverdam', 'oregonstate', 'cheerleading', 'cheerlife', 'tailgate', 'gobeavs', 'footballseason', 'cfb', 'beavernation']",10/27/18 17:00,236
518,"['vet', 'oregonstateuniversity', 'tinydancer', 'gofundme', 'corvallis', 'epidural', 'surgery', 'poorbaby', 'staystrong', 'vetschool']",4/14/18 16:39,236
519,"['oregonstate', 'ceramics', 'oregonstateuniversity']",11/30/17 20:34,236
520,[],1/28/19 21:08,235
521,[],6/11/16 9:42,235
522,"['oregon', 'dogadventures', 'littlespoonandco', 'pnw', 'oregonstateuniversity', 'coveredbridges', 'oney', 'chihuahuaworld', 'corvallis', 'historical', 'dogsofinstagram', 'irishbendcoveredbridge', 'pnwonderland', 'oregonstatepets', 'worldtopdogs', 'portlanddog', 'chi', 'picoftheday', 'tot']",2/9/16 9:40,235
523,"['start', 'oregonstateuniversity', 'wefollowback', 'oregonstate', 'gobeavs', 'dutchlove', 'dutchbros']",6/26/14 18:40,235
524,[],6/22/17 14:24,234
525,"['portraits_mf', 'oregonstateuniversity', 'portraitphotography', 'portrait_ig', 'aodai', 'timberland', 'vsaatosu', 'oregonstate', 'moodygrams']",4/15/17 16:21,234
526,"['littlespoonandco', 'trevsbeavs', 'oregonstateuniversity', 'osu', 'gobeavs', 'bennysdonuts', 'beaverpets', 'chi', 'stashlocal']",2/13/17 11:43,234
527,"['campinas', 'OregonStateUniversity', 'WorldStudy', 'SomosFeitosDeIntercambio', 'EstadosUnidos', 'Oregon', 'FaculdadeNoExterior', 'Intercambio']",4/16/18 15:26,233
528,"['followforfollow', 'oregonstateuniversity', 'jamieweisner', 'lasparks', 'WeAreLA', 'comewatchuswork', 'likeforlike', 'basketball', 'trust', 'trusttheprocess', 'shehoops', 'ballin', 'watchuswork', 'wnba', 'cashfollowtrain', 'ballislife', 'instagram', 'WeRise', 'instagood', 'letsgain', 'GoSparks', 'losangeles', 'la']",2/7/17 10:28,233
529,['oregonstateuniversity'],8/25/16 11:06,233
530,['smithRock'],6/19/15 13:10,233
531,"['dancer', 'basketball', 'skirt', 'oregonstateuniversity', 'alldone', 'longhair', 'osu', 'sportsbra', 'whoopwhoop', 'cheering', 'cantwait', 'dancing']",6/11/13 13:04,233
532,"['urwelcome', 'oregonstateuniversity', 'football', 'flow', 'throwbackthursday', 'gobeavs', 'longhairdontcare', 'oregonstatefootball', 'tbt']",4/11/19 10:07,232
533,"['nikon', 'oregonstateuniversity', '골든리트리버', 'doggystyles', 'goldenretriever', 'petsofinstagram', '광안리', 'petsmart', '대형견', 'puppiesofinstagram', '⭐️']",7/18/18 19:35,232
534,[],5/17/17 10:14,232
535,"['oregonstateuniversity', 'toxiccalls', 'herecomestheboom', 'goosecalls', 'goosehunting']",10/24/16 18:51,232
536,[],3/22/15 9:18,232
537,"['OregonStateUniversity', 'deltagammacdc', 'CDCAlex']",9/15/18 15:32,231
538,"['oregon', 'miniaturehorse', 'oregonstateuniversity', 'veterinarian', 'tinydancer', 'corvallis', 'roadtorecovery', 'timetoheal', 'surgery', 'miniaturehorsesofinstagram', 'vethospital']",4/22/18 0:32,231
539,[],2/10/18 8:49,231
540,"['lpweeklydo', 'redkencolorcertified', 'brunette', 'oregonstateuniversity', 'hairbyaliciapopham', 'pureology', 'hairofig', 'redken', 'unicorntribe', 'pureologybrandambassador', 'corvallisoregon', 'thehairyouwishyouhad', 'americansalon', 'hairbrained', 'oregonstate', 'haircolor', 'ombrehair', 'styleseat', 'balayage', 'hotonbeauty', 'corvallis', 'downtowncorvallis', 'olaplex', 'samvilla', 'modernsalon', 'btcpics', 'styleseatstylist', 'stylistshopconnect', 'larisalovelook', 'blonde']",8/4/15 21:12,231
541,"['chihuahuaoftheday', 'itsmybirthday', 'oregonstateuniversity', 'putabirdonit', 'ellosfirstbirthday', 'dailyflufffeature', 'adogslife', 'dogmomlife', 'longhairchihuahua', 'helpmecelebrate', 'chihuahuainfluencer', 'helloello', 'osupets', 'humpday']",2/6/19 9:15,230
542,"['oregon', 'alummater', 'husband', 'alaska', 'oregonstateuniversity', 'osu', 'baseball', 'corvallis', 'beavers', 'beaverforlife', 'oregonstate', 'college', 'gobeavs', 'nationalchamps', 'throwback', 'beavernation', 'myuniversity']",6/28/18 18:48,230
543,"['oregonstateuniversity', 'osu', 'determination', 'ellentykeson', 'daringtobedifferent', 'gold', 'fosburyflop', 'mexicoolympics', 'highjimp', 'oregonstate', '68olympics', 'beavernation', 'usa', 'innovation', 'gobeavs', 'dickfosbury', 'scupture', 'hof', 'raisingthebar', 'bronzesculpture', 'bronze']",5/6/18 13:05,230
544,['thekmagadventures'],11/25/17 19:49,230
545,[],8/7/15 13:46,230
546,[],2/22/19 11:34,229
547,"['Repost', 'birdwatching', 'toyotacamry', 'oregonstateuniversity', 'portraitphotography', 'sonya7', 'scrapbooking', 'spatula', 'portraitpage']",11/16/17 23:39,229
548,"['ChristIsKing', 'EndTimes', 'LAClippers', 'GodIsGood', 'TeamJesus', '116', 'StaplesCenter', 'Unashamed', 'WakeUp', 'OregonStateUniversity', 'Clippers', 'NiceKicks', 'John316', 'WLAK', 'Bones', 'YHWH', 'Beavers', 'Flight95', 'SoleCollector', 'FIBA', 'Maranatha', 'LosAngelesClippers', 'SneakerNews', 'BrentBarry', 'NBA', 'Romans116', 'ReignIsComing', 'JesusIsComing', 'JesusSaves', 'Faith']",12/31/14 9:03,229
549,"['oregonstateuniversity', 'osu', 'ceremony', 'commencement', 'oregonstate', 'class', 'graduation', '2013']",6/15/13 16:39,229
550,"['cheekypup', 'trevsbeavs', 'oregonstateuniversity', 'beavers', 'bennysbuddies', 'osupets', 'gobeavs']",9/15/18 14:45,228
551,"['oregonbeavers', 'socal', 'oregonstateuniversity', '멍스타그램', '골든리트리버', '반려견', 'petsofinstagram', '리트리버', 'petsmart', '대형견', 'puppiesofinstagram', '⭐️', 'puppies']",7/19/18 14:48,228
552,"['theater', 'verytandc', 'deserve2preserve', 'oregonstateuniversity', 'theatre', 'cinematreasures', 'archihub', 'gobeavers', 'pnwonderland', 'archite_design', 'beautifulhouseoldandnew', 'mytradhome', 'pnwarchitecture', 'archi_ologie', 'casasecasarios', 'corvallis', 'oldhouselove', 'curbed', 'iheartsavingplaces', 'historicpreservation', 'myhousebeautiful', 'preservationdirectory', 'architecture', 'historictheater']",6/4/18 8:05,228
553,[],1/19/17 14:37,228
554,"['osuvsu', 'gymnasticslovesfootball', 'oregonstateuniversity']",10/16/14 18:47,228
555,"['hair', 'shoes', 'beauty', 'model', 'oregonstateuniversity', 'stylish', 'styles', 'design', 'shopping', 'heels', 'cute', 'envywear', 'hapa', 'fashion', 'jewelry', 'photography', 'nails', 'photooftheday', 'dress', 'love', 'purse', 'eyes', 'style', 'pretty', 'instagood', 'girl', 'travel', 'beautiful', 'mirrorless', 'outfit']",12/21/17 13:12,227
556,"['carlsoncollegeofveterinarymedicine', 'futureveterinarian', 'oregonstateuniversity']",1/31/19 18:20,227
557,"['oregonstateuniversity', 'airmax97', 'jordansdaily', 'featuremysneaks', 'goldengrails', 'sneakertours', 'solelysneakers', 'smiths_kickz', 'shoesfeed1', 'kickfeed', 'complexkicks', 'theperfectpair', 'jordandepot', 'sample', 'jordanaddict', 'soleqtr', 'mjmondays', 'nicekicks', 'wearejordan', 'soletoday', 'rarepair', 'jordanfeatures', 'wlu', 'hypebeastkicks', 'swiftkickz', 'oregonducks', 'englishsole', 'complexsneakers']",4/11/18 18:13,227
558,"['squatsfordays', 'bodybuilding', 'oregonstateuniversity', 'bodybuildingcom', 'squatcage', 'nike', 'vincennes', 'weightlifting', 'apple', 'oregonstate', 'applewatch', 'vincennesuniversity', 'squateveryday', 'squats']",3/3/18 17:46,227
559,"['HighVoltageHighQuality', 'CutsByWatts', 'StayGrinding', 'DollarAndADream']",6/3/17 18:12,227
560,['OSU'],5/17/16 7:48,227
561,"['Barberlife', 'Barbershopconnect']",11/7/15 17:45,227
562,[],3/22/15 9:14,227
563,"['nikon', 'oregonstateuniversity', '골든리트리버', 'doggystyles', 'goldenretriever', 'petsofinstagram', '광안리', 'petsmart', '대형견', 'puppiesofinstagram', '⭐️']",7/20/18 0:19,226
564,[],11/12/17 17:29,226
565,"['gobeavs', 'oregonstateuniversity', 'outrageous', 'corvallisoregon']",10/24/17 11:13,226
566,"['purplehair', 'party', 'smile', 'pac12', 'football', 'oregonstateuniversity', 'ilovebeaver', 'osu', 'ilovebeer', 'beavers', 'collegefootball', 'oregonstate', 'happy', 'friends', 'tailgate', 'gobeavs', 'friendship', 'blueeyes', 'college']",11/21/15 15:35,226
567,[],7/14/13 22:23,226
568,"['gobeavs', 'fall2018']",9/20/18 20:14,225
569,"['oregonbeavers', 'nikon', 'oregonstateuniversity', '골든리트리버', 'petco', 'dogsofinstagram', 'goldenretriever', '광안리', 'petsofinstagram', 'puppy', '대형견', '⭐️', 'retriever']",7/15/18 14:48,225
570,"['oregonstateuniversity', 'miniaturehorse', 'tinydancer', 'corvallis', 'surgery', 'getwellsoon', 'vethospital']",4/11/18 12:18,225
571,"['HighVoltageHighQuality', 'CutsByWatts', 'OregonStateUniversity', 'icutproacademy', 'TheRichBarber', 'barbershopconnect', 'OSUBarber', 'NastyBarbers', 'OregonStateBarber', 'TheRichBarberCompany', 'icutprofraternity', 'TheICUTPROway', 'OregonBarber', 'CorvallisBarber']",9/6/17 12:13,225
572,"['oregon', 'pnw', 'fungus', 'oregonstateuniversity', 'fliegenpilz', 'osu', 'mushroomsociety', 'flyagaric', 'corvallis', 'gingko', 'mushroom', 'Amanitamuscaria', 'oregonstate', 'fungi', 'mushrooms', 'Amanita', 'mycology']",11/12/16 8:31,225
573,[],6/4/15 19:25,225
574,"['oregonstateuniversity', 'trackandfield', 'sports', 'hammerthrow', 'javelin', 'athlete']",4/27/19 21:27,224
575,[],6/5/18 5:44,224
576,"['graduation', 'doubledegree', 'oregonstateuniversity']",5/17/18 15:23,224
577,"['tigerstripe', 'oregonstateuniversity', 'amesiowa', 'bennybeaver', 'collegiatemanufacturingcompany', 'OSU', 'vintagesweatshirt', 'tigerstripecamo', 'flockprint']",4/22/18 14:09,224
578,[],10/30/17 17:42,224
579,"['pnw', 'oregonstateuniversity', 'fliegenpilz', 'osu', 'amanita', 'flyagaric', 'mushroom', 'corvallis', 'Amanitamuscaria', 'xmas', 'thereasonfortheseason', 'oregonstate', 'Mushrooms', 'fungi', 'mycology']",12/25/16 17:05,224
580,[],9/17/16 14:42,224
581,"['OregonStateUniversity', 'nogmo', 'livingsoil', 'Be1', 'gogreen', 'organicfarming', 'compost', 'aminoacids', 'vegetables', 'organic', 'organicsoil', 'peppers', 'soilgrown', 'brix', 'organicgardening', 'nutrientdense']",9/8/16 13:23,224
582,[],6/22/18 15:19,223
583,"['oregonweddingphotographer', 'Oregonbride', 'oregonphotography', 'oregonexplored', 'Oregoncoast', 'OregonStateUniversity', 'oregonrealestate', 'oregongirl', 'oregonnw', 'oregontrail', 'OregonBeer', 'oregonstate', 'oregonwedding', 'oregonliving', 'oregonlife', 'oregonlove', 'oregoncity', 'oregonwine', 'viajalatierra', 'oregongrown', 'oregon', 'oregonian', 'oregonducks', 'oregonphotographer', 'OregonZoo', 'oregondogs']",9/10/18 8:55,223
584,"['fashionista', 'pnw', 'oregonstateuniversity', 'oregongirls', 'runwaycorvallis', 'summerstyles', 'trendy', 'runwayfashionexchange', 'tubetops']",5/12/18 13:40,223
585,"['oregon', 'salemoregon', 'corvallisor', 'succulentgarden', 'pnw', 'oregonstateuniversity', 'oregonphotography', 'succulents', 'corvallis', 'willamettevalley', 'albanyoregon', 'albanyor', 'oregonstate', 'downtowncorvallis', 'linnbenton', 'pacificnorthwest', 'visitcorvallis', 'corvallisphotography']",4/9/18 7:40,223
586,"['nomnom', 'oregonstateuniversity', 'vietnam', 'osubeavers', 'hcmc', 'saigon']",10/31/18 3:45,222
587,"['oregon', 'studyabroad', 'oregonstateuniversity', 'america', 'corvallis']",4/21/17 16:58,222
588,"['universityofwashington', 'stanford', 'pac12', 'oregonstateuniversity', 'arizonastate', 'bruinlife', 'ucboulder', 'calberkeley', 'zonazoo', 'washingtonstateuniversity', 'siliconbeach', 'utahutes', 'uclaanderson', 'oregonducks', 'ucla']",10/15/16 12:54,222
589,[],1/28/19 21:13,221
590,"['cws', 'gobeavs']",6/27/18 15:42,221
591,"['corvallis', 'OSU', 'oregonstateuniversity', 'Beaver']",3/6/18 20:04,221
592,[],9/28/17 10:58,221
593,"['corgisofinstagram', 'oregonstateuniversity', 'dogsofinstagram', 'corgination', 'graduation', 'corgicommunity', 'gobeavs']",5/20/16 8:35,221
594,['Barberlife'],12/16/15 19:41,221
595,"['GOMAB', 'WesternRegionSigmas', 'OregonStateUniversity', 'IAMBK', 'SexySigmas', 'BrothersOfFireAndBrimstone', 'PhiBetaSigmaFraternityIncorporated', 'CultureForServiceAndServiceForHumanity', 'PBSWesternRegion', 'AhOooAh', 'PBS1914', 'Divine9', 'OSUSigmas', 'BrotherhoodScholarshipAndService', 'OSU', 'BluPhiUKnow', 'WestCoastSigmas', 'PBS104', 'NPHC']",7/9/18 19:20,220
596,"['dogsbeingbasic', 'graduation', 'barkbox', 'oregonstateuniversity']",6/14/18 12:42,220
597,"['lemonadeandlenses', 'oregonstateuniversity', 'roseburg', 'couplesphotos', '2018', 'corvallis', 'radlovestories', 'DIRTYBOOTSANDMESSYHAIR', 'oarsandbeanies', 'maryspeak', 'junebugweddings', 'oregonphotographer', 'oregonbridemag', 'wanderingphotographers', 'loverofthelight', 'photobugcommunity']",5/17/18 11:29,220
598,[],3/22/18 7:26,220
599,"['oregonstateuniversity', 'wishmeluck']",5/5/17 19:52,220
600,"['barbershopconnect', 'Barberlife']",9/11/15 19:10,220
601,"['BarbersIncTV', 'PNW', 'Army', 'Portland', 'PDX', 'SalemOregon', 'Barber', 'PortlandOR', 'SalemOR', 'Veteran', 'BarbershopConnect', 'Oregon', 'Barberlife', 'OregonBarber', '503Barber']",8/28/14 17:41,220
602,"['goodmemories', 'superman', 'oregonstateuniversity', 'homesweethome', 'corvallis', 'beavers', 'olddays', 'gobeavers', 'tbt', 'happy', 'throwbackthursday', 'throwback', 'temple', 'specialone']",9/20/18 12:11,219
603,"['OHSFootball', 'Pirates2College', 'oregonstateuniversity']",11/30/16 9:38,219
604,[],6/4/15 19:22,219
605,[],2/2/19 21:08,218
606,[],10/19/18 11:52,218
607,"['oregon', 'pnw', 'oregonstateuniversity', 'mushroomhunting', 'genea', 'oregonstate', 'gnarly', 'truffles', 'fungi', 'mushrooms', 'mycology']",2/25/18 16:05,218
608,[],12/13/15 12:34,218
609,[],4/29/19 6:42,217
610,[],6/6/16 20:31,217
611,"['oregon', 'osu', 'gobeaves', 'oregonstateuniversity']",11/2/13 16:45,217
612,"['yarnlove', 'knitpattern', 'oregonstateuniversity', 'knitstagram', 'chunkyyarn', 'wheremyknittersat', 'pursuepretty', 'knitlove', 'handmade', 'yarn', 'handmadeisbetter', 'handknit', 'onmyneedles', 'calihat', 'makersgonnamake', 'knitter', 'knittersofravelry', 'maker', 'knittersoftheworld', 'gobeavs', 'makerlife', 'knithat', 'instagood', 'instaknit', 'yarnaddict', 'yarnstagram', 'nevernotknitting', 'knitaddict']",12/1/18 11:49,216
613,"['oregonbeavers', 'oregonstateuniversity', 'petco', 'dogsofinstagram', 'goldenretriever', '반려견', 'puppy', 'petsmart', '대형견', 'puppies']",7/21/18 23:43,216
614,[],2/25/19 9:12,215
615,[],9/24/18 8:05,215
616,"['oregonstateuniversity', 'osu', 'honeymoon', 'corvallisoregon', 'lashextensions', 'oregonbride', 'lashlove', 'volume', 'theknot', 'eyelashextensions', 'lashes', 'waxing', 'capricemilanesthetics', 'corvallis', 'love', 'luminoussalon', 'gobeavs', 'gogreek', 'corvegas', 'washingtonwedding', 'weddinglashes', 'summer', 'wedding']",9/20/18 10:00,215
617,[],10/31/17 14:07,215
618,"['oregon', '1november2016', 'trevsbeavs', 'oregonstateuniversity', 'chihuahua', 'happybirthday', 'pntdm16', 'osu', 'chilove', 'gobeavs']",11/1/16 21:16,215
619,"['thankyou', 'oregonstateuniversity']",12/3/18 15:36,214
620,"['oregonweddingphotographer', 'traveloregon', 'oregondunes', 'oregonmom', 'oregontrail', 'oregonsky', 'oregonstateuniversity', 'oregongirls', 'oregonglass', 'oregonweed', 'oregonians', 'oregonadventures', 'oregonbeer', 'oregonlove', 'oregonartist', 'oregon_lovers']",9/17/18 16:03,214
621,"['oregonbeavers', 'oregonstateuniversity', 'petco', 'dogsofinstagram', 'goldenretriever', '반려견', 'puppy', 'petsmart', '대형견', 'puppies']",7/13/18 10:01,214
622,"['sigmapi', 'omega', 'oregonstateuniversity', 'signup', 'fraternity', 'greeked', 'sorority', 'greeklife', 'socialnetwork', 'gogreek', 'greekedlife']",2/26/18 12:54,214
623,"['gameday', 'oregonstateuniversity', 'pac12', 'beaverathletics', 'beavers', 'gobeavs', 'blessed']",10/2/17 0:07,214
624,"['spydercomanix2lw', 'knife', 'spyderco', 'oregonstateuniversity', 'spydercoknives', 'osu', 'spydercomanix2ctsbd1', 'knives', 'knivesofig', 'nofilter', 'spydercomanix2s90v', 'orangeandblack', 'oregonstate', 'cpms90v', 'knifecommunity', 'spydercomanix2', 'knivesofinstagram', 'knivesdaily', 'mkd9042edc', 'knifestagram']",5/20/17 11:59,214
625,"['studyabroad', 'usa', '3months', 'oregonstateuniversity']",3/31/17 23:38,214
626,['Barberlife'],12/16/15 18:39,214
627,"['Barberlife', 'Thankful']",11/25/15 19:18,214
628,[],5/20/15 19:24,214
629,"['socal', 'nikon', 'oregonstateuniversity', '멍스타그램', '골든리트리버', '개스타그램', 'petco', 'doggystyles', 'dogsofinstagram', 'goldenretriever', '리트리버', '대형견', '⭐️']",7/25/18 10:00,213
